Banglish,Hate
amar meyer boys 6 bochor pls sar kichu ekta korun niymota palte din meyeke jeno psc jsc ottachar na pete hoy,not hate
sar amra achi apni achen amader sathe ei prithibir manushojon apnake khub valobase apni drutoi sushto hoye firben,not hate
duijon lekhoker ma nijeo lekhok tar boite likhechen je muktijoddhara naki tar hajobendke hotta kore tahole bujha jacchhe tini muktijoddhar sontan,not hate
kichu manush ache jader valomond bibechona korar khomota nei jekhanesekhane ha ha react dey ar ekdol ache jader boro post porar dhoiry moteo nei tin lainer comment poray khub potu ar vul banane uttor dite aro beshi potu,not hate
vnggir mat hun potrika porte dray dui tinobare ekta niuj porino ekhon ar ita khay na,not hate
shuvo oporahn,not hate
era kokhono manush ke manusher mullo dite pare nai ak ta kotha bollo na eto kichu holo 9 dine mukhe angul diye bose chilen aj hothat kore tar hridoy rktpat hote laglo,not hate
ottonto mulloban upodesh,not hate
notun bochore nirbachoni gnodhorshnoke apni ovinondon janaben ki,not hate
lekha jodi mathar upre diye jay comment gulo chagla taiperi hobe tate kar ki,not hate
sar bangali apnar mullo dite parbe na apni ken du din por por gorto theke uthe ese tel malish koren plij apni uganda chole jan okhane apnar mullayon kora hobe jothajoth,not hate
chur shla,not hate
bondhu ami tomar facebook celebrity ekta comment korte asochilamo kintu biyadob bod shuyor gula tomake je gali dicchhe oder gali dekhe ami vabotechi ami jodi tomake gali na di tahole ora ki mone korbe tai tomake ekta gali dicchhi bondhu hisebe khoma kore diohoho gali ta hocche jafor,not hate
janaja poranor por uni kobor theke uthe ashlen naki,not hate
amra achi apnar sathe egiye jan sir,not hate
apnake kichu jante hobe na ghotona ghotar eto din por ken mukh khulenjeno sorkar apnar upor rag na kore tairimander voye chup kore thaka manush amader dorkar naiaj jodi apnar boro vai thakten tobe onek agei amader pashe darateno,not hate
public parsefoson dekhte ashlam ja bojhar bujholamo dalali o orbachiner sthan banglar matite hobe na,not hate
amrao seta prtyasha korikintu protiniyoto dhorshit hocche amader je mabonogulo tader niye apnader ki kon chinta hoyedhorner opokormo theke poritran kivabe paoya jay sei bishoye apnar moto bbktiborger ki kon podokkhep ache,not hate
muhammed jafor iqbal sir apnar kach theke ei pothobhrsht torun projonmo biggnan bishoyk je shikkha peyeche ta kintu onno,not hate
thyangkos srijono esob commenter protest dorkar ache,not hate
abaro jani na pari na bujhi na kori na dhori na na na na evabe hote pare na uh bikot,not hate
sar ami gramer ekta school binjan bivage doshom shrenite poriami apnar moto jibone sofol ekjon bekti hote chai parbo kina jani natobe apnar kache amar onurudh apni amar moto ucchakankhider jonno ekta boi likhben kivabe amra jibone sofol hote pariplij adhir agroho ni apnar boiye opekkhate thakob,not hate
apnar kache pathokoder onurudh apni kar kache doya korechilen pathokora jante chaybishesh onurudh korchi ektu janabeno,not hate
dh jafor ikbal ekjon bidogdh pondit bekti tobe tar achoron swarthporer moto ekodike dekheno bektigoto motamot,not hate
kom dami mod khaile eirokom i jone,not hate
mir jafor ikbal tumi manusher moto manush hobe kobe,not hate
rochona porar somoy ekhon ar nai sar sobai ekhon rastay,not hate
somosto rajakar sontan der chine rakhun e pej theke,not hate
apnake ebong chobi prdanokarike shuvecchha,not hate
jara sar ke niye baje comment kore tara asole koyar bbanger moto tara choto sei koyata ke tader prithibi vabe nijeke sob janta vabe jara asole esob kore tara etai proman kore je tara kichui jane na,not hate
ei porikkha batil hok,not hate
sar mone hoy aj rate ti20 mach khele poshtta koreche,not hate
hor hor kore apnar upore bomi kore dilam,not hate
allah apnake hefajot koruk sar amra chai apni prithibir buke bishmykor hoye thakun humayun ahmed sar ke mon theke valebasi tar lekha boi porle ajo nijer ojante kede feli allah unake jannat bosib koruk amino,not hate
ek somoyer govir shroddha jokhon dhire dhire oshrddhay rupantrit hoy obosshoi tar ekta tatporyj puron ghotona prbah thake apni sei bekti je nijer bibek ke bikiye diye ojosr manusher oshrddhay rupantrit ekjon kolonkit manush je pare sudhu prvur sontushtir jonno lyaj nariye jete apnar moto kichu pachata lok shikkhkotay achen bolei aj jatir ei korun dosha dhikkar janai apnar ei nichuta ke dhiko,not hate
se mone hoy hindu ona musolman ona se awamilig,not hate
ei jafor mujiber biryer sontan kichu bol,not hate
era asole muktijuddho birudi na hole etokkhne matro ei koita comment kore amar eto taka damer muri sob rye gelo bat comment pora shesh tomar kache bichar dilam,not hate
amar pranopriy morhum dulavaiyer sathe shudhumatro apnake niyei amar argument hoto uni boloten apni vuya ar ami bolotam na apni vuya noy aj sob sondeho dur holo afsus dulavai aj beche nei desher manush vot dite parlo na eta niye ekta kothao bollen na eto choto kolija niye beche achen kemne odobod,not hate
ahmed murshiddin ta vaiya apni kar jonmo odiyens jante chay sesob rajakarer bacchara na hoy vul korlo apni muktijoddhar bacchata ki korlen vaiya bebohar valo korte poysa lage na sei kobitar pngtidwy smriye dey moreh kukurer kaj kukur koreche tai bole apnio ki,not hate
jonab jafor sar 1971 sale 19 bochorer tagra jubok thaka sotweo mohan muktijuddhe ongshogrohon korenni sutorang ekhane ghapola ache kothito ache tini tokhon pirojopurer charchina madrasar ashepashe lukiye chilen ullekh je ekhanei dokkhinobongger onnotomo boro rajakar kyamper obosthan chilo sutorang ekhane ghapola obosshoi ache jonab humayun ahomeder mote tar nana rajakar chilen ebong shadhinota poroborti somoye muktijoddhara take pitiye mere fele sutorang ekhane ghapola ache ekta boi porechilam jekhane muktijuddhkalin somoye jonab jafor iqbaler babar kormokando somporke proshon tola hoyeche sutorang ekhane ghapola thakleo thakte pare tar likhit boiguloke niye english muvibaj jenareshon copypest bole proshon tulecheno sutorang ekhane ghapola ache eto ghapolar majhe tini je vab niye jatir samne vab dekhan ebong chetona prokash koren vabolei amar shorir ghinoghin kore ar tar dike dite icche kore o ya k thu,not hate
syarer aste aste hush fire asoteche,not hate
oh sar beche achen taholeekota mrito manush 34 din pore korbo theke uthe ese kotha bollo na mane mrito bolte gtokal apnar gayebi janaja pore dafonkafoner kaj somponno korechilam to tai hut kore apnake dekhe stmbhit holamobai da oye apni to bangladesher shishu embasedr o bote ki ki pljaning korlen ei koyekodine ghore bose jati jante chay,not hate
sar dol koren thiki kintu dolkana na,not hate
apnake beche thakte hobe amader jonno shot shot toruner jonno karon apnar chokhe amra abar prithibi dekhte chai 3 3 3,not hate
sar aj abaro ekta juddho er proyujon dekhi pak saf hoyese kintu rajakar kuttara be che ase,not hate
sar apnake ar valobasi na sar apnake ghrina o kori kemon jeno apnake ghrina korar icchhao hoy na sobai jokhon nastik bole apnake gali dito tokhon apnar preme ami mojit apnar golpo pore romanchit hotamo kintu sar sotti apni eto boro maper manush hoyeo eto valobasa paoyar joggo na sorji sar apnake ghrina korteo ruchite bade ei ninm khudro amaro,not hate
vondo hala,not hate
ebar sotti onoshon korbo gajar dam na barle deshe thaka jabena era facebook kheye gaja dibe,not hate
pore porbo eto lomba likhata,not hate
syarer lekha kichu boi pore jototana sar somporke jenechi tar cheye hajar gun beshi jenechi ei comments bokse ese hau fani,not hate
sar gnojagrn moncher uposthitir moto apnar uposthiti kammo kori ei oshohay bacchagulor majhe apni jodi bacchaguloke ese ektu sahos den tahole apnar sahosoo komobena boring barbe apnake bivinno somoy kache theke dekhar shouvaggo hoyeche amar barbari apnake besh prvabanwit kore fela manushder motoi legeche apni nijeo amerikay onek bochor chilen sekhanokar ain kanun apni onek valo janeno apni ki chanona ei deshotao 47 bochore emon ekta jouktik andoloner maddhome ontoto kichuta americar moton hok desher proti apnar onek valobasar kotha shunechi o porechi eisob bacchader jonyito apni aj eto femaso eisob baccharai apnar boi kine kine pore apni eisob bacchader kachei aidl hoye otheno apnar ki mone hoyna eisob bacchader pashe darano uchit apni gyani manush rajonoitikovabe apni hoyto desher shasokoder voy pano apni rastay neme asun dekhben sob voy kete geche apnar samne pichone thakbe lakh lakh kishorkishori,not hate
ei udyog onek upokare asobekkhudr khudro abishkar ek somoy briht akar rup dharon korbe,not hate
thu thu,not hate
jara comment korteche jafor sar mara gele khushi hoitotara to ahamomok shofire pochonod kore je kinabole meye manush tetuler mototetul dekhle jemon jibobay pani ase to moni meye manush dekhle naki thik thakte pare na,not hate
you r great sir,not hate
ami sadasidhe manush esob comment toment bujhina bujhlam na ekhane ekta ggnanogrbh poste erokom comment kore keno manush keu bujhiye diben,not hate
unader matha betha thakbe ki kore nijerder chelemeyeder to pathiye den bidesheuccho shikkha grhoner jonnoonner chelemeyeder vobisshot dhongsho holei ki ar na holei ki tai proshon faser day nite chan nana chan esober piche dayider khujote din sheshe vittihingujob bole uriye den,not hate
eter post pore ami grbboti,not hate
sirke likhte dekhe vishon shanti pelamo,not hate
amra jokhon amader komolomoti shishuder oporadhi bananor niyom onushoron korai tara vobisshot e aro boro oporadhi hobe,not hate
hasi pay,not hate
comment pore shesh i korte parchi na,not hate
apni asol manush apnara lekhati na porei oneke ache baje montobbo kore ke,not hate
onekei dekhchi hoi holla korche je prfesor jafor ikbal sar naki ei nirapod sorok chai niye chupo prfesor jafor ikbal sar jokhon nirapod sorok niye kaj korechen tokhon oamoder bortmar projonmo hoyto onekei o oa shikha hoy nai tar sorok niye 1m kolam ber hoy 1999 sale vorer kagje ojotha hoi holla na kore mon diye poruno jante parbeno,not hate
tomar kotha shunlei ken jani amar bomi ase,not hate
1971e ekdol torunjubok tara khaoyar por singher nay ghure tarakarider palota kamor diyeche arekodol tarakhaoya kuttar moto paliye beriyeche sei tarakhaoya kuttagula idaning amader moner madhuri meshano lomba lomba birtwer gpp shonay,not hate
bongobondhu sarbjonin tai jodi hoy ken ei dine kek na katolei noy ke shadhinotar ghoshok ojanai thakol,not hate
ekdin dhaka koleje asun na sar,not hate
salar pach takar somucha teo kolija thake ajkal apner moto buddhibeshyar tao nei,not hate
ami o bibhranti choralam proshon fas hoyeche opekkha korlam ki shasti paona roilo shalar gnday gnday pash korata desher unnoti hoy kemne jar boi er pata theke ekhono sugndh ber hoy se pash kore kemne,not hate
apni chilen amader sobar parthnayeto sohoje apnake jete dibo na,not hate
allahor kache druto eimohan bbaktir jonno susthota kamona korchi,not hate
sar apni valo hoye fire asun amader majheaponar moner kkht hoyto amra puron korte parbo natobuo sob batha vule fire asun,not hate
pura paglamite vorpur post ei poshte ha ha react eto kom ken mehidi emopir ercheye beshi chilo charer somman rakhoba na naki tomra ki je koro,not hate
mi jafor dalal,not hate
apni ki 111 ghotona vule gelen tokhon apnar ei pa chata lekhoni kothay chilo apni apnar jonopriytake puji kore emon du chokha bichar bondho koreno5i januyarir nirbachon ki dhoroner prhoson hoyechilo ta desher sobai janetai bolchi ei pa chata bondho koren onythay je jonogon apnake jonopriytar tungge niye gechetarai abar apnake jonopriytar tolanite ante dwidha bodh korbe na so be careful sir,not hate
vaggis apnar ma ar vai more gese naile aponare ki korto vabotesi,not hate
amar babar shouvaggo tomar moto bekti somporke jante perechi tai boli taratari okka kheye 4 dinna khaoyar sujog kore dao,not hate
rasta blkod thakar jonne apnar gayebana janajay ongsho nite parini sar rag korben na amra bujhi mrittur poreo chatroder niye apnar chinta kono ongshe komenitai kobore shuye shuyei likhsen eto kichu allah apnake beheshot nosib karun,not hate
apni ekjon peid dalal seta sobar kache sposhto,not hate
kamini failek faile jotheshtolingg baka kingba chotonistej hoye geche ar noy chinta ar noy vabnachetona tel malish korun ar lingg sthayivabe mota korunchole asun jafor syarer comment bokse dekhun syarer fail gulo,not hate
ekjon ayesha foyej na thakle amra ekjon humayun ahmed ekjon jafor iqbal k petam na vaboleo shiure uthote hoy notun prjonmke bangladesher disha dekhalo je manushera tader jonmdatrike obonot shire prnam janai,not hate
apnar boktbber sathe mil rekhe agamikal chatrchatrider sathe rastay namuno tahole apnake dekhe hor hor kore bomi korbena,not hate
comment koira lav naijonab comment poren na,not hate
jare dekhte nari tar cholon baka ar jar dalali kori tar poti o sudha,not hate
sujog sondhani lok jafor ikobaloje kina age dekhe dorshok tar likha ta khabe kinachetona bbbosay jorito,not hate
chokher samne ei vabe manusher moulik odhikar dhongsho hote dekheo jara dolio anugtyer baire ese jatir kache khoma chaiben na ei jatio apnader konodin khoma korbe na lojja ba voye hoyto samona samoni mukhe thutu dibe na tobe mon theke ghrina korbe amorno apnara holen 2018 er rajakar nirlojjo nogn bonduker mukhe apnader kichu bolte pari ba na pari samajik vabe boykototo korte parbo tai na apnader jonno roilo ek rash ghrina sei sathe doya kori allah apnader hedayet din sotyke sotto ar mithyake mittha bolar moto st sahos din chokkhulojja bariye din amino,not hate
amar hor hor kore bomi asochil ki jani ki holo,not hate
bah darun to sobai sobar bongsher porichoy diye comment korchen comment gulo apnar babama dekhle khubi praid fil korten,not hate
apni ki bangla vashabangla borno valobasen tahole ekhane apnar nam english e keno,not hate
syarer kono notun lekha paoya jacchhe na ken,not hate
ke tumi btsdhoriya mtsbechiya gonje okul o kunjena khaiya taja ken vokkhon koriyacho meyad uoirn gaja,not hate
etobor likha hasshokor v,not hate
apni sei baper sontan jar muktijuddher boyan shune bonggbir kader siddiki bolechilen afosus aj rajakorer bacchhar kach theke muktijuddher itihas shunte hocche,not hate
apni eto rsik ken notun bochorer shuruteo apnar koutuk valo legeche ha ha dilam carry on,not hate
kobor theke post ase kivabe,not hate
susthjota kamona kori,not hate
ami to vebechilam apni mim ar rajiber upor horhor kore bomi kore diben,not hate
apni live bujhen na tahole bujhenota ki majhe majhe apnar kotha shunle mone chayapni jei gorte thaken thik sei gorter mukhotay horhor kore bomi kore dei,not hate
koto vondami ar korben apni ekhon durbol prkritir manush boniya geleno onno somoy to apnake jubok mone hoy,not hate
oshonkho dhonnobad,not hate
sar tui ekhono moris nai hay allaho,not hate
mod kha mod na khaile tora manush hobi na,not hate
comment korar vasha hariye felechi bangladeshe atto buddhijibi ta comment na porle bojhotamoi na amii boka tai sar er poshte kichu bollam na,not hate
dalalchatukar,not hate
baire theke rfotani kora ei gonotontre karone sudhu irakei pray pach lokkho manush mara geche ekti bishesh dolke difend korar jonno jafor saheb ekhon gonotontro birodhi manush kotota dol kana hole emon achoron kore,not hate
